Transaction_ID,Date,Country,Product_ID,Product_Name,Category,Price_per_Unit,Quantity_Purchased,Cost_Price,Discount_Applied,Payment_Method,Customer_Age_Group,Customer_Gender,Store_Location,Sales_Rep,Total_Amount,Profit_Margin,Total_Cost,Discount_Percentage,Day_of_Week,Month_Name,Customer_Segment
1032b96f-1fba-4edd-be0f-ac0d1eee5379,2025-05-25,Canada,2f44c054-a078-4adb-9474-b863a1e093eb,Speak,Home & Kitchen,475.8900146484375,2,286.79000854492188,4.940000057220459,Mobile Payment,Senior,Female,Montreal,Charles Carr,951.78,39.74,573.58,1.04,Sunday,May,Boomers
108007df-4145-43c3-9fec-702e2d457deb,2025-11-12,Canada,969a6dbb-689a-4032-a50c-10ab08111f52,Ten,Home & Kitchen,138.97000122070313,9,92,22.020000457763672,Credit Card,Young,Male,Vancouver,Jorge Rios,1250.73,33.80,828.00,15.85,Wednesday,November,Millennials
10cc37cc-ea8c-432c-99b8-45d3165a1b5c,2025-12-31,Canada,70124b2c-913f-478a-8c91-8729af29070d,Want,Electronics,425.95001220703125,10,293.66000366210938,74.449996948242188,Mobile Payment,Adult,Male,Toronto,Ricky Oliver,4259.50,31.06,2936.60,17.48,Wednesday,December,Gen X
11162f2c-107d-4ab2-be6f-f5dc738966d3,2025-07-08,Canada,80cdad10-11ee-407d-a2cf-e5b86d717a4b,Item,Toys,421.6199951171875,9,321.91000366210938,13.710000038146973,Credit Card,Senior,Other,Toronto,Adam James,3794.58,23.65,2897.19,3.25,Tuesday,July,Boomers
11af657b-1729-43e4-8737-e76ef6d30f47,2025-12-20,Canada,8189a548-fbf5-4516-afd0-97577d689893,Voice,Beauty,50.279998779296875,5,41.919998168945313,7.2800002098083496,Cash,Senior,Male,Toronto,Wayne Morris,251.40,16.63,209.60,14.48,Saturday,December,Boomers
12a5aeb3-08b6-4bd8-a571-9a9374487957,2025-12-02,Canada,150e11cf-3692-4fc5-b4e1-4749c29ceab4,Short,Home & Kitchen,320.82998657226563,1,217.13999938964844,61.5,Mobile Payment,Young,Female,Montreal,Christopher Hall,320.83,32.32,217.14,19.17,Tuesday,December,Millennials
13329fa0-638f-4f16-bfdc-0a6855cd8b34,2025-06-17,Canada,3b30e87d-5c3f-45e3-bbdd-6161e7a6426e,Him,Sports,89.720001220703125,5,62.209999084472656,10.869999885559082,Cash,Senior,Male,Montreal,James Fisher,448.60,30.66,311.05,12.12,Tuesday,June,Boomers
134d7c52-95b0-4cfc-a0bc-ce6bd2b51bd2,2025-05-03,Canada,2a4faf5b-c88b-41c9-8453-5b68ceb3fad4,Culture,Electronics,254.39999389648438,10,226.71000671386719,18.840000152587891,Cash,Senior,Female,Vancouver,Jeffrey Moore,2544.00,10.88,2267.10,7.41,Saturday,May,Boomers
13b733b6-ebbe-44e9-ba12-51f9cb275522,2025-03-23,Canada,a5873a2c-35f3-440a-893f-d1af4498d94f,Option,Clothing,123.30999755859375,2,74.599998474121094,5.5799999237060547,Cash,Senior,Female,Toronto,Deanna Brown,246.62,39.50,149.20,4.53,Sunday,March,Boomers
13d02b17-d521-4402-a585-52bd1240c629,2025-07-16,Canada,beeeabdf-387b-402c-a0d3-468546de87fe,Reach,Beauty,112.40000152587891,8,82.300003051757813,11.300000190734863,Mobile Payment,Adult,Male,Montreal,Maria Mckee,899.20,26.78,658.40,10.05,Wednesday,July,Gen X
149598d4-a12f-4ace-b0dc-fd63ddf1adfa,2025-04-24,Canada,018b02c3-f78b-4f97-8849-4d3d60f832fc,Fire,Home & Kitchen,382.1199951171875,10,290.32000732421875,33.409999847412109,Cash,Young,Male,Toronto,Christine Henderson MD,3821.20,24.02,2903.20,8.74,Thursday,April,Millennials
152108b0-66b1-4bae-9c17-5e9875b4c6dd,2025-02-11,Canada,246bcd2b-f73c-49ce-a5c4-d2cdbf543c04,Modern,Electronics,167.67999267578125,6,143.85000610351563,28.920000076293945,Mobile Payment,Senior,Female,Toronto,Mark Buckley,1006.08,14.21,863.10,17.25,Tuesday,February,Boomers
154e4925-4ac5-4ba1-abff-875ecc3f2aab,2025-09-19,Canada,f09c8372-6a8f-46d0-bfa1-c4878b2eddf9,Score,Electronics,486.75,6,414.45001220703125,23.420000076293945,Cash,Young,Male,Montreal,Ian Wu,2920.50,14.85,2486.70,4.81,Friday,September,Millennials
16d84b29-629d-421a-8199-4ea2e63d35c1,2025-10-19,Canada,36b48ba8-1228-408d-ab15-1071cd45fd0f,End,Sports,52.900001525878906,6,43.479999542236328,4.4800000190734863,Cash,Young,Male,Montreal,Linda Mcneil,317.40,17.81,260.88,8.47,Sunday,October,Millennials
1749a324-506c-4cba-9c5f-75584c622c37,2025-06-15,Canada,78500c3f-b29c-4c18-9f64-026fff4166a1,Stand,Sports,370.8699951171875,6,261.67999267578125,2.2100000381469727,Mobile Payment,Young,Other,Toronto,Daniel Farrell,2225.22,29.44,1570.08,.60,Sunday,June,Millennials
17b4da9b-3fc7-4df1-93c2-a70078f773e7,2025-07-08,Canada,989d55b8-0082-4294-9032-d84b5b132b2f,Kind,Beauty,282.16000366210938,7,217.25999450683594,10.689999580383301,Cash,Senior,Female,Vancouver,Justin Mcdonald,1975.12,23.00,1520.82,3.79,Tuesday,July,Boomers
1829b3ca-33af-4379-9d16-aa5dc6855921,2025-01-06,Canada,5d7309b9-df39-41ed-8807-97699110929f,Create,Clothing,114.69999694824219,2,86.010002136230469,3.1099998950958252,Credit Card,Young,Female,Montreal,Michael Cooper,229.40,25.01,172.02,2.71,Monday,January,Millennials
184d7341-7a54-40be-af2e-2675e159af73,2025-07-07,Canada,49f5a26d-f023-4af1-aecf-bc139bee8ca6,Control,Sports,496.1400146484375,8,344.82998657226563,3.1099998950958252,Mobile Payment,Senior,Other,Toronto,Barbara Levy,3969.12,30.50,2758.64,.63,Monday,July,Boomers
19423a9d-6b8f-45bc-bc02-e8a71479d44e,2025-12-01,Canada,16ae4fde-c887-4ffe-a08f-ad729a299a11,Majority,Beauty,302.239990234375,3,246.46000671386719,20.579999923706055,Credit Card,Adult,Other,Montreal,Wendy Chambers,906.72,18.46,739.38,6.81,Monday,December,Gen X
19638bf8-eaab-4043-af70-1f5f6a6a5279,2025-10-11,Canada,71fda3b2-eb7f-47f9-879c-523d4084cf3b,Line,Toys,85.489997863769531,4,72.980003356933594,8.6099996566772461,Credit Card,Adult,Female,Toronto,Antonio King,341.96,14.63,291.92,10.07,Saturday,October,Gen X
1976e6db-3ce3-4414-a08b-1458adea9960,2025-12-14,Canada,09dd9e05-dac9-4c08-b54a-2ffc7aefbc4c,Dinner,Electronics,370.239990234375,5,297.95999145507813,57.409999847412109,Credit Card,Senior,Other,Montreal,Michelle Floyd,1851.20,19.52,1489.80,15.51,Sunday,December,Boomers
1a30c718-afac-4be7-8983-d75d692708c9,2025-10-11,Canada,f34b5843-dc28-472c-9c03-7582b7170ae2,Get,Electronics,291.79000854492188,8,258.29998779296875,49.349998474121094,Mobile Payment,Senior,Male,Vancouver,Kari Henry,2334.32,11.48,2066.40,16.91,Saturday,October,Boomers
1dc03fc0-f156-4db5-89f2-4713e8d629ac,2025-01-02,Canada,8d4eaea1-9747-4704-8785-cae101c0df2c,Receive,Toys,498.1199951171875,2,358.64999389648438,23.989999771118164,Mobile Payment,Young,Other,Toronto,Samuel Hill,996.24,28.00,717.30,4.82,Thursday,January,Millennials
1eab4586-5928-4adc-9dd3-ee8f49770501,2025-05-14,Canada,99678971-aa64-43e8-a22b-023efffde767,Society,Home & Kitchen,160.00999450683594,7,104.80000305175781,30.829999923706055,Mobile Payment,Senior,Male,Montreal,Jennifer Osborn,1120.07,34.50,733.60,19.27,Wednesday,May,Boomers
1fc4f84c-c169-4ed0-ac5f-4a38290f0ac0,2025-11-12,Canada,cc7f2df0-656c-412e-b964-f5b97b9a0cb4,Not,Toys,285.29000854492188,10,176.30000305175781,46.200000762939453,Mobile Payment,Adult,Other,Toronto,Krista Martinez,2852.90,38.20,1763.00,16.19,Wednesday,November,Gen X
2065e700-5f7a-4fa1-9a3f-ee58895f81a9,2025-12-11,Canada,e02b2cc3-aa65-44ed-94eb-11185f2f6375,Paper,Clothing,162.97999572753906,7,130.41999816894531,10.180000305175781,Cash,Young,Other,Montreal,Tara Hicks,1140.86,19.98,912.94,6.25,Thursday,December,Millennials
20bab182-ffcb-46d3-bb5e-f694fca61b46,2025-12-11,Canada,f4f3756e-e682-4375-b53c-c62e84412459,Whom,Clothing,83.459999084472656,1,50.759998321533203,9.8299999237060547,Mobile Payment,Senior,Female,Toronto,Wendy Griffin,83.46,39.18,50.76,11.78,Thursday,December,Boomers
2217a353-bfee-4d4a-866b-a1520c7ad224,2025-07-16,Canada,4a4140b3-d09b-4133-b39f-86bc360d6983,Movie,Clothing,152.1199951171875,10,119.81999969482422,3.2699999809265137,Cash,Young,Other,Toronto,Daniel Glover,1521.20,21.23,1198.20,2.15,Wednesday,July,Millennials
2345c8ff-1dfe-41d1-8082-64c5ae49ab10,2025-10-09,Canada,a55776d4-43e5-4644-a4c1-a0b278669d5a,History,Clothing,264.91000366210938,6,197.47999572753906,15.699999809265137,Cash,Young,Other,Vancouver,Adam Scott,1589.46,25.45,1184.88,5.93,Thursday,October,Millennials
238f1107-3e50-4c0c-bf6e-cabb8aff2242,2025-11-20,Canada,3a1eb0dd-8887-45dc-ad49-16d60161c36a,Congress,Beauty,352.3599853515625,10,254.85000610351563,43.849998474121094,Mobile Payment,Senior,Male,Vancouver,Megan Elliott,3523.60,27.67,2548.50,12.44,Thursday,November,Boomers
23ec9094-0fef-4850-ae4f-385033215ce3,2025-03-12,Canada,63858bde-063b-4bce-9279-fcb61dcb0f7d,Long,Electronics,491.47000122070313,10,325.510009765625,46.319999694824219,Cash,Young,Male,Toronto,Patricia Heath,4914.70,33.77,3255.10,9.42,Wednesday,March,Millennials
24bad4b2-d680-495f-9113-1a8cfa153cb7,2025-04-16,Canada,ea7fdb81-f269-4aa0-8a9b-2464fd829a1f,Believe,Home & Kitchen,293.54000854492188,8,239.78999328613281,16.719999313354492,Mobile Payment,Young,Female,Montreal,Linda May,2348.32,18.31,1918.32,5.70,Wednesday,April,Millennials
25055493-a12d-4730-a539-2fa081dcd128,2025-09-07,Canada,43578cce-ffb9-48c6-9796-a1ddf231027c,Add,Beauty,216.61000061035156,9,154.99000549316406,6.380000114440918,Mobile Payment,Senior,Other,Toronto,Carolyn Jones,1949.49,28.45,1394.91,2.95,Sunday,September,Boomers
262abb98-496b-4b87-ace1-5eb9b69f4f7d,2025-02-03,Canada,f888f817-3fed-40ab-98f5-07928fe3c971,Three,Clothing,482.489990234375,5,431.1199951171875,73.860000610351563,Mobile Payment,Senior,Male,Vancouver,Lisa Cardenas,2412.45,10.65,2155.60,15.31,Monday,February,Boomers
2815ecd8-e70d-40a3-916b-2e2bab620c42,2025-07-08,Canada,fe5d2529-d9a3-4549-ac45-c6a8e86dd205,Admit,Toys,463.07000732421875,3,368.82000732421875,77.160003662109375,Cash,Adult,Other,Toronto,Dylan Castillo,1389.21,20.35,1106.46,16.66,Tuesday,July,Gen X
28b9476a-a798-443b-8719-d97dd2df6a41,2025-05-25,Canada,601b668a-5b2c-4749-a12b-d0012d1a5a17,Land,Sports,339.1400146484375,3,264.98001098632813,52.740001678466797,Credit Card,Senior,Female,Vancouver,Michael Harrell,1017.42,21.87,794.94,15.55,Sunday,May,Boomers
29485186-002f-452c-aff2-8689341078c8,2025-01-17,Canada,5314def9-f3e7-4b49-8047-d49b256dd61e,No,Sports,250.86000061035156,3,160.64999389648438,20.600000381469727,Credit Card,Adult,Male,Vancouver,Robert Schmidt,752.58,35.96,481.95,8.21,Friday,January,Gen X
2970a4ee-08a1-414a-99cb-a660aca1b87b,2025-05-17,Canada,24b5e3ad-c226-48d1-b849-0e6fc65b2f78,Kind,Home & Kitchen,435.32000732421875,6,377.67001342773438,56.509998321533203,Credit Card,Adult,Other,Montreal,Manuel Johnson,2611.92,13.24,2266.02,12.98,Saturday,May,Gen X
29935913-d219-4e8a-aad0-49d9fe039132,2025-10-30,Canada,976e9e10-f6e6-4694-82b5-68bd1ef8879a,Deal,Electronics,382.6300048828125,1,317.6300048828125,12.590000152587891,Cash,Adult,Other,Toronto,Catherine Williamson,382.63,16.99,317.63,3.29,Thursday,October,Gen X
29def5f3-2868-434b-98fd-2fbc539ee959,2025-07-08,Canada,f82fae27-e466-45b2-b31b-18f4ed77e205,Some,Sports,194.96000671386719,3,148.22000122070313,20.409999847412109,Credit Card,Adult,Female,Vancouver,Andrew Montoya,584.88,23.97,444.66,10.47,Tuesday,July,Gen X
2a046892-b96a-4c2c-b480-f038fe35f1bf,2025-06-04,Canada,681a9df8-94a7-4d4d-8ee9-67eddc1246e3,White,Home & Kitchen,397.489990234375,1,249.19999694824219,61.860000610351563,Credit Card,Adult,Male,Toronto,Dr. Andrea Acosta DDS,397.49,37.31,249.20,15.56,Wednesday,June,Gen X
2a1b570d-7cb0-4ec5-a9c4-df8f695f1bb4,2025-05-14,Canada,3c2e0926-c7c6-4aab-ab7b-d9918e99b4cf,Money,Home & Kitchen,39.400001525878906,7,25.659999847412109,1.8400000333786011,Cash,Senior,Other,Montreal,Kevin Foster,275.80,34.87,179.62,4.67,Wednesday,May,Boomers
2aac6b32-c878-4974-a22d-cfa62f61ea79,2025-09-18,Canada,15c620c6-a13f-4d92-ac4e-007bc11bd06b,Job,Electronics,478.20999145507813,5,345.47000122070313,24.899999618530273,Mobile Payment,Adult,Male,Toronto,Courtney Barnes,2391.05,27.76,1727.35,5.21,Thursday,September,Gen X
2ae587b3-ed38-4f63-bb26-9ed85c7dc7cc,2025-06-17,Canada,fecaed90-b7db-4319-b7a5-bbba3c45cc25,Glass,Beauty,49.290000915527344,6,34.669998168945313,0.76999998092651367,Cash,Adult,Male,Montreal,Jennifer Lee,295.74,29.66,208.02,1.56,Tuesday,June,Gen X
2b9b13f0-78eb-4c47-9d27-209978474e5e,2025-03-03,Canada,fba5e91b-3059-423a-9906-6c76d7a2cfa2,Dark,Clothing,481.42999267578125,7,380.67999267578125,50.919998168945313,Mobile Payment,Adult,Male,Vancouver,Kevin Blanchard,3370.01,20.93,2664.76,10.58,Monday,March,Gen X
2bade32a-8f2c-4d9b-a75f-4128dbdd3115,2025-02-03,Canada,7b87ab7f-cd7f-4082-8020-52366828fb64,Fear,Toys,301.60000610351563,3,191.44999694824219,12.510000228881836,Cash,Young,Female,Vancouver,Amanda Newman,904.80,36.52,574.35,4.15,Monday,February,Millennials
2cc42812-e227-42fb-bd5e-4c0172a25498,2025-04-16,Canada,c498e876-71b0-48a4-a486-05dc989c9bdf,Remember,Home & Kitchen,217.72999572753906,7,191.61000061035156,31.729999542236328,Mobile Payment,Adult,Male,Montreal,Stephanie Harper,1524.11,12.00,1341.27,14.57,Wednesday,April,Gen X
2e0d1ae5-4149-4e9c-ac64-9d8d78ab197f,2025-06-06,Canada,79d4a923-4b92-430b-8e33-b95b5de39e36,Yourself,Beauty,231.75999450683594,5,147.32000732421875,31.030000686645508,Mobile Payment,Young,Male,Montreal,Philip Vasquez,1158.80,36.43,736.60,13.39,Friday,June,Millennials
2ecdd7a9-0bf2-42ca-a79e-32830763f44b,2025-03-12,Canada,5dbb7cde-5ce9-4722-bd2f-f663b31658eb,Appear,Beauty,447.3900146484375,6,392.69000244140625,82.050003051757813,Mobile Payment,Adult,Female,Montreal,Connie Miller,2684.34,12.23,2356.14,18.34,Wednesday,March,Gen X
2ee48ef9-3b09-4a00-bcfc-9d5e0646bbb5,2025-10-09,Canada,1fe2b21d-4516-4ce1-999f-27c236ce67fa,Company,Sports,255.49000549316406,5,175.36000061035156,11.670000076293945,Mobile Payment,Young,Male,Montreal,Cynthia Chavez,1277.45,31.36,876.80,4.57,Thursday,October,Millennials
2eec5e97-9440-4289-9cde-bb15b8ac6b05,2025-05-05,Canada,e020b9a4-3f29-4828-8289-d07164c3178b,Probably,Clothing,145.14999389648438,6,122.77999877929688,7.6399998664855957,Credit Card,Senior,Male,Vancouver,Dr. Terry Hammond,870.90,15.41,736.68,5.26,Monday,May,Boomers
2f37d200-4c99-454d-8582-9ecbaf6a1b4c,2025-03-23,Canada,821ac7e9-8dd7-4280-802d-bee6a118a35d,Form,Toys,86.580001831054688,6,76.419998168945313,5.059999942779541,Cash,Young,Female,Montreal,James Saunders,519.48,11.73,458.52,5.84,Sunday,March,Millennials
3076bfd8-b87c-46b7-baf7-235656e1a7e2,2025-04-24,Canada,e41516a0-ffd5-4124-8423-e180a22d561a,Education,Electronics,15.300000190734863,10,10.479999542236328,2.1700000762939453,Cash,Young,Other,Toronto,Samuel Moore,153.00,31.50,104.80,14.18,Thursday,April,Millennials
3141accb-a7a2-49f3-b122-dc5d2613f31e,2025-07-07,Canada,70128f82-3468-48f9-9e6c-8e561488d842,Suggest,Electronics,418.33999633789063,2,356.92999267578125,67.19000244140625,Mobile Payment,Young,Male,Toronto,Michelle Gonzalez MD,836.68,14.68,713.86,16.06,Monday,July,Millennials
31775310-2bcd-4f23-b02e-8204779ba0e6,2025-11-20,Canada,e48061c5-1dad-4e12-85e3-a69d2d529ed8,Both,Toys,29.069999694824219,5,21.290000915527344,1.2000000476837158,Credit Card,Adult,Other,Vancouver,Teresa Keller,145.35,26.76,106.45,4.13,Thursday,November,Gen X
317b961b-aef5-439b-b4a5-87b00f812e1e,2025-12-31,Canada,4e7e457b-3b1a-40ca-851a-dc3fd48a3185,Sound,Clothing,328.10000610351563,7,233.94000244140625,47.810001373291016,Mobile Payment,Young,Male,Toronto,Sandra Reese,2296.70,28.70,1637.58,14.57,Wednesday,December,Millennials
31d1efd6-768d-438c-a552-4e274757bb8c,2025-10-11,Canada,8ad89c95-1692-4fea-9bad-8bbf00d67755,I,Electronics,123.87999725341797,1,83.459999084472656,18.979999542236328,Mobile Payment,Senior,Female,Vancouver,Jeffrey Roberson,123.88,32.63,83.46,15.32,Saturday,October,Boomers
3236c5af-9cd7-4712-9f8b-b7f97c240eb4,2025-07-07,Canada,77e18b4e-e6bf-44d0-9b3b-c4dd7fc20b1c,Hospital,Electronics,36.439998626708984,9,27.860000610351563,6.0799999237060547,Mobile Payment,Senior,Male,Vancouver,Richard Bennett,327.96,23.55,250.74,16.68,Monday,July,Boomers
32965a00-a53e-45c9-b0bb-f99791cf8903,2025-11-20,Canada,d6f22315-1aa8-4ed5-89ca-7b1aa3ba995f,Section,Electronics,468.8699951171875,10,342.10000610351563,6.8299999237060547,Mobile Payment,Senior,Female,Vancouver,Brian Marshall,4688.70,27.04,3421.00,1.46,Thursday,November,Boomers
3407c247-3d9c-4ccc-909b-1501f7282383,2025-06-04,Canada,dc6de803-5569-415b-befe-8dd6ff98c462,Arm,Beauty,426.739990234375,10,350.42999267578125,58.229999542236328,Mobile Payment,Young,Female,Toronto,Brandi Perez,4267.40,17.88,3504.30,13.65,Wednesday,June,Millennials
34753009-5986-4193-b66f-41572d98ff58,2025-08-09,Canada,3a147d33-b1c1-405b-bf39-ae7917145ff8,From,Toys,86.94000244140625,2,78.150001525878906,8.3400001525878906,Credit Card,Young,Female,Montreal,Cynthia Patterson,173.88,10.11,156.30,9.59,Saturday,August,Millennials
34ba44d1-78a2-41ee-8333-3887241c68e1,2025-05-25,Canada,bb96028d-32e7-435c-bfcf-a5f151c422d1,Every,Sports,209.64999389648438,4,167.96000671386719,16.709999084472656,Credit Card,Adult,Male,Vancouver,Ann Rhodes,838.60,19.89,671.84,7.97,Sunday,May,Gen X
3524acff-31cd-4c6b-850b-4c0347274538,2025-08-18,Canada,2507dfd3-4500-494a-835b-03e17a1cf121,Red,Beauty,89.220001220703125,8,61.380001068115234,8.1000003814697266,Cash,Young,Other,Montreal,Zoe Caldwell,713.76,31.20,491.04,9.08,Monday,August,Millennials
